天津新增6例境外输入确诊病例 新增5例无症状感染者|2020年11月10日 23:39|原标题：11月9日18时至10日22时 天津新增6例境外输入确诊病例 新增5例无症状感染者 记者从市疾控中心获悉，11月9日18时至10日22时，我市无新增报告本地新冠肺炎确诊病例。累计报告本地新冠肺炎确诊病例138例，其中男性75例，女性63例；在院1例（为普通型），治愈出院134例，病亡3例。 11月9日18时至10日22时，我市新增境外输入新冠肺炎确诊病例6例（均为中国籍），累计报告境外输入确诊病例145例（中国籍124例、美国籍3例、菲律宾籍8例、法国籍2例、乌兹别克斯坦籍1例、俄罗斯籍1例、乌克兰籍3例、哈萨克斯坦籍1例、委内瑞拉籍2例），治愈出院131例，在院14例（其中轻型1例，普通型13例）。 第140例境外输入确诊病例，男，42岁，中国籍，近期居住地为法国巴黎。该患者自法国巴黎乘坐航班（CA934），于11月5日抵达天津滨海国际机场，入境时体温正常，申报无症状。经海关检疫排查采样后，转送至河东区集中隔离医学观察点；11月9日自觉咽干，伴干咳、头痛、乏力，无发热，即由120救护车转送至空港医院发热门诊，鼻拭子及咽拭子新冠病毒核酸检测结果均为阳性，胸部CT示右肺中叶微结节影，两肺间质纹理增多，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（轻型）。全程实施闭环管理。 第141例境外输入确诊病例，男，32岁，中国籍，近期居住地为美国休斯顿。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场，入境时体温36.2℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。入院测体温37.4℃，胸部CT示双肺上叶、右肺中叶、双肺下叶磨玻璃密度影。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（普通型）。全程实施闭环管理。 第142例境外输入确诊病例，男，73岁，中国籍，近期居住地为美国克拉克斯维尔。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.3℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。胸部CT示双肺支气管炎，双肺上叶肺气肿，右肺下叶后基底段索条影。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（普通型）。全程实施闭环管理。 第143例境外输入确诊病例，女，71岁，中国籍，近期居住地为美国克拉克斯维尔。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.4℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。胸部CT示右肺上叶、双肺下叶磨玻璃密度影，左肺上叶条索影，左侧局部胸膜粘连。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（普通型）。全程实施闭环管理。 第144例境外输入确诊病例，男，77岁，中国籍，近期居住地为美国洛杉矶。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.5℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。胸部CT示右肺下叶斑片，条索影。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（普通型）。全程实施闭环管理。 第145例境外输入确诊病例，女，25岁，中国籍，近期居住地为美国拉斯维加斯。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.2℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。胸部CT示双肺上叶，右肺中叶，双肺下叶斑片，实变影。经市级专家组综合分析确定为我市境外输入新冠肺炎确诊病例（普通型）。全程实施闭环管理。 11月9日18时至10日22时，我市新增无症状感染者5例（本地1例，境外输入4例，均为中国籍），累计97例（境外输入94例），其中，解除医学观察68例、尚在医学观察19例、转为确诊病例10例。 第93例无症状感染者，男，47岁，搬运工，中国籍，近期居住地为滨海新区。该患者于11月9日上午10时，由单位集中组织在港口医院采集咽拭子样本进行核酸检测；10日核酸检测结果为阳性，经市疾控中心复核仍为阳性，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市新冠病毒无症状感染者（本地病例）。 第94例无症状感染者，女，26岁，中国籍，近期居住地为美国诺曼。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场，入境时体温36.3℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点；11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市新冠病毒无症状感染者（境外输入）。全程实施闭环管理。 第95例无症状感染者，女，54岁，中国籍，近期居住地为美国洛杉矶。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.4℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市新冠病毒无症状感染者（境外输入）。全程实施闭环管理。 第96例无症状感染者，男，19岁，中国籍，近期居住地为美国伊利诺伊州。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.1℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市新冠病毒无症状感染者（境外输入）。全程实施闭环管理。 第97例无症状感染者，男，58岁，中国籍，近期居住地为美国纽约。该患者自美国洛杉矶乘坐航班（CA988），于11月9日抵达天津滨海国际机场。入境时体温36.2℃，申报无症状。经海关检疫排查采样后，转送至河西区集中隔离医学观察点。11月10日海关实验室回报新冠病毒核酸检测结果为阳性，即由120救护车转送至海河医院。经市级专家组综合分析确定为我市新冠病毒无症状感染者（境外输入）。全程实施闭环管理。 经市专家组讨论，第135例境外输入确诊病例和第136例境外输入病例符合出院标准，于今日从海河医院出院，转入集中隔离医学观察点。 截至目前，全市无现存疑似病例，累计排查密切接触者8667人，尚有808人正在接受医学观察。 责任编辑：刘光博 
北京：严格国内中高风险地区人员进京管控|2020年11月10日 17:05|原标题：北京：严格国内中高风险地区人员进京管控 11月10日，北京召开疫情防控发布会，会上通报，将继续做好北京国际航班管控，从严从紧落实各项防控措施，严格国内中高风险地区人员进京管控。 责任编辑：赖柳华 SN244 
北京已连续95天无新增本地病例|2020年11月10日 17:04|原标题：北京已连续 95天无新增本地病例 今天下午，北京市新型冠状病毒肺炎疫情防控工作第176场新闻发布会上，北京市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建介绍，11月9日0时至24时，北京市无新增报告本地确诊病例、疑似病例和无症状感染者；新增报告2例境外输入确诊病例。北京已经连续 95天无新增报告本地确诊病例。 责任编辑：杨杰 
北京已连续95天无新增报告本地确诊病例|2020年11月10日 17:03|原标题：北京已连续95天无新增报告本地确诊病例 今天下午，北京市新型冠状病毒肺炎疫情防控工作第176场新闻发布会上，北京市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建介绍，11月9日0时至24时，北京市无新增报告本地确诊病例、疑似病例和无症状感染者；新增报告2例境外输入确诊病例。北京已经连续95天无新增报告本地确诊病例。 责任编辑：赖柳华 SN244 
又增1例！系上海确诊病例密接者，多地紧急通知|2020年11月10日 16:54|原标题：又增1例！系上海确诊病例密接者，多地紧急通知 河北泊头发布紧急通知 责任编辑：刘德宾 
香港新增9例新冠确诊病例 包括一名本地小学教师|2020年11月10日 16:17|原标题：香港新增9例确诊病例，包括一名小学教师 据《香港商报》、香港电台网站等多家港媒报道，香港卫生署卫生防护中心今日（10日）下午公布，香港新增9例确诊病例，至今，累计5389例确诊病例。新增病例中，4例属输入病例，另外5例为本地病例，其中3例与输入病例有流行病学关连，2例与早前本地病例有流行病学关连。 据通报，新增的这2例与早前本地病例相关者，包括一名43岁女子住大埔宝雅苑兴和阁，发病日期11月7日，据悉，她是一名小学教师，曾接触33名学生，她的一位同事被列为密接者。此外，过去一周大埔区已累计10人确诊。另一例为一名28岁女子，住大围金狮花园金宁阁，发病日期11月7日。另外3名与早前输入病例有关连病例的患者均住在东涌升荟三座。分别为2岁、36岁及38岁女子，住东涌迎康街1号升荟3座，发病日期11月8日。 至于4例输入病例的患者，分别由印尼、厄瓜多尔和德国来港。 责任编辑：赖柳华 SN244 
安徽阜阳颍上县确诊一例上海关联新冠肺炎病例|2020年11月10日 13:40|原标题：阜阳颍上县确诊一例上海关联新冠肺炎病例 来源：安徽网 安徽网、大皖客户端讯 记者从阜阳市新冠肺炎疫情防控应急指挥部获悉， 11月10日，阜阳市颍上县确诊一例新冠肺炎病例，患者兰某系11月9日上海市通报的新冠肺炎确诊病例王某某密切接触者。11月10日零时，经专家会诊后转运至阜阳市第二人民医院隔离治疗。经县级核酸检测，省市复核，11月10日7时兰某已被确诊为新冠肺炎病例。 病例兰某，男，50岁，户籍所在地颍上县慎城镇张洋社区，长期在上海某公司务工，返回颍上前同王某某一起在上海浦东机场从事机场货物搬运工作，在工作场所一直佩戴口罩，每次进入工作场所均测量体温。 流行病学调查显示，兰某于11月5日16时从上海川沙乘坐皖K58699客车返回颍上后，乘坐皖K5098J面包车回到张洋小区家中。11月7日，兰某和儿媳带孙子到颍上县人民医院就诊，期间全程佩戴口罩，其他时间未外出。该病例居住地及所到场所已落实防控措施。 截至11月10日11时，已排查该病例34名密切接触者。目前完成首次核酸采样17人，检测结果为阴性16 人，1人结果待出，在外地的密接者17人已发协查通报，其余正在排查中。请未排查到的同车人员及其他密切接触者主动同当地疫控中心联系。 目前，省市相关专家组已进驻颍上，指导开展核酸采样、流行病学调查、社区管控等相关工作。 责任编辑：张建利 
欧企看上海：疫情之后，如何继续推动国际化进程？|2020年11月10日 13:21|原标题：欧企看上海： 疫情之后，如何继续推动国际化进程？ 近期，新冠肺炎全球新增确诊病例不断攀升，为减少疫情跨境传播，10月30日起，多个中国驻外大使馆发布通知，要求搭乘航班赴华人员须凭新冠病毒核酸检测及血清抗体检测双阴性证明，向中国使领馆申领绿色健康码或健康状况声明书。这意味着，境外人员回流的速度又将放缓。 新冠疫情带来的不确定性给城市发展带来挑战，特别是在上海这样的国际都市，因为上海不仅吸引了数百家跨国企业总部，更有许多外国的中小企业选择这里作为开拓中国市场的第一站。11月2日发布的《中国欧盟商会上海建议书2020/2021》（下称“建议书”）指出，受疫情影响，外资企业的活力被削弱。要想推进改革方案，在疫情过后加快经济复苏，上海必须尽快巩固其外商投资基础。 这是中国欧盟商会上海分会第四次发布该系列建议书，建议书由600多家会员企业共同撰写，以2020年1月至2020年9月数据为基础，分析欧盟企业在上海的运营状况，针对人力资源、中小企业、市场准入、企业创新、行政管理、配套政策等问题，提出了38条具体建议。 对此，上海社会科学院外国投资研究中心主任李小钢表示，“这次建议书直接谈了问题，一方面是因为企业确实碰到了困难，另一方面，可能有些企业在本国的经营也不那么顺当，因此更在意中国市场，希望看到地方政府进一步改变。” “要继续吸引外资，国际化是关键”，中国欧盟商会上海分会主席代开乐（Carlo D'Andrea）在建议书的发布会上强调，“以前，上海因其相对的开放性吸引了欧洲企业，如果政府能深化改革，欧商会加大投资。” 建议书指出，中国欧盟商会上海分会7月开展的一项调查显示，只有17%的中小企业受访者计划明年在上海加大投资力度，相比之下，大企业中这一比例为38%。与此同时，上海分会的中小企业会员所占的比例已从近一半下降到大约30%。 澎湃新闻（www.thepaper.cn）在此前对在华欧商的系列采访中了解到，中小企业不仅为在华外资企业总部与研发中心的发展提供支持，更因其创新能力有发展成为大企业的潜力。然而同中国中小企业的情况类似，融资难是欧洲中小企业在中国经营面临的最大挑战。如果没有总部对其进行担保，欧洲中小企业很难从中国的银行拿到贷款。 针对中小企业的生存问题，建议书对中央和地方政府在疫情期间迅速采取一系列措施支持中小企业度过危机的行动表示肯定，但同时提出，要维持中小企业长期复苏的势头，需要更多地方性的政策支持，包括“通过加快国有企业应付款项支付等措施，减轻中小企业的经济负担”；“ 制定政策帮助中小企业从中资银行申请贷款”；“ 建立市级中小企业复工复产帮扶基金，为中小企业提供即时融资支持”。 今年五月，上海市启动了中小企业融资综合信用服务平台，以缓解中小微企业的融资问题。根据该平台网站首页显示，截至11月8日记者访问网站时，该平台有近46万注册用户，累计授信金额68.82亿元。 上海市发改委工作人员向澎湃新闻介绍，该平台借鉴杭州的经验，基于企业信用数据的分析，提供相匹配的贷款方案，只要符合中小企业规模的要求，无论本土企业还是外企都能向平台申请贷款。 澎湃新闻尝试向平台的主要负责单位上海市公共信用信息服务中心了解目前外企使用平台的情况，但没有得到明确答复。该平台对于缓解外资中小企业资金状况的实际效果还有待观察。尽管如此，李小钢认为，为外资中小企业提供融资平台，上海将吸引它们其中一批有特殊技能的“隐形冠军”在这里扎根，从而进一步推动供应链的本地化、现代化发展。 针对外资企业在沪经营的监管和税收问题，建议书认为，目前个人所得税制和企业所得税政策削弱了上海作为投资目的地的吸引力。例如在中国内地，最高收入阶层的适用税率为45%，而这一比率在中国香港地区和新加坡分别为17%和22%。 为了减轻税收负担，政府已经发布一些政策，例如对某些福利免征个人所得税，其中包括子女教育支出、房租和返程机票费用等。然而，根据新修订的《个人所得税法》，从2022年1月1日起，这些福利将被视为应税收入。 建议书指出，对已有子女的外籍人士来说，子女能否在目的地接受高质量的国际教育是他们考虑是否来中国工作时的重要因素之一。在上海，一流国际学校的费用较高，如果学费报销款项还需缴纳45%的税费，将严重增加企业成本，并影响外籍高管来沪工作的意愿。建议书提出，上海应该借鉴大湾区的做法，为“高端和急需人才”提供补贴。 针对这一点，市发改委的工作人员告诉澎湃新闻，地方政府认识到降低个人税负为吸引外籍高管的有效举措，目前正在向国家财政部和税务总局呼吁和争取相关方案的落地。 出台激励政策固然重要，但正如李小钢指出，在中国的制度优势下，为优秀人才提供给补贴并不难，更具挑战的是划分出哪些人可以享受补贴政策——谁是高端人才？ 李小钢认为，中国要完成双循环的新发展格局、稳定制造业的比例，需要加强对工程师等特殊技能人才的吸纳，因此有必要将一些关键岗位的人员划分为高端人才。地方政府可在现行的外籍人才分类标准的基础之上进行细化或者扩大范围，除了学历和职务之外，添加岗位为考量人才的重要标准之一。李小钢还指出，除了知名企业之外，欧洲小企业中有很多“隐形冠军”，这些企业里的工程师，也是高端人才。 另一方面，建议书认为企业所得税也有待改进的空间，以便为上海打造更积极的投资环境。2018年，外资企业占上海企业总数约2%，却贡献了城市1/3的税收，这样的税收贡献也为外企带来了困难。建议书指出，由于上海市所辖各行政区都在争取企业税收，因此企业在上海跨区迁址非常难。 但是，澎湃新闻从市发改委工作人员处了解到，作为今年的工作重点之一，目前上海已经针对企业跨区迁址问题建立了工作协调机制，由市场监管局制定规则、优化“上海市企业服务云”系统，企业提出迁移诉求后如果产生问题，可以在线反馈与投诉，由市经信委出面协调。在当前的机制下，企业可以直接前往迁入区办理手续，不需要征求迁出区的意见。 在李小钢看来，只要税收是属地化管理，企业的迁移就会对属地带来利益分配的问题。而如同国际上地区间的自由贸易协议一般，要想维持区域间良好的长期协作关系，需要对利益的分配、共享进行协议，不仅上海市行政区域之间如此，长三角地区省市之间亦是如此，需要进一步实现“横向一体化”才能为企业提升营商便利。 建议书还指出，要想在疫情之后保证可持续的经济复苏以及通过“总部经济”模式来巩固上海的国际枢纽地位，除了靠一揽子刺激方案之外，更有必要解决外企一直在呼吁的问题，包括市场准入壁垒、互联网限制等妨碍创新的行政问题、提升政策透明度以及政企之间沟通不足。 针对政策透明度问题，建议书提出，9月公布的《上海外商投资条例》（下称“《条例》”）仍然缺乏具体的实施细则；对于违反规定的政府官员，比如泄漏或者转移知识产权，目前也没有相应的问责或惩罚机制。虽然《条例》引入了一个行政投诉机制，旨在增强外国投资者对上海营商环境的信心，但这很大程度上取决于《条例》生效后的实际执行情况。 此外，建议书表示，《条例》中一些含糊的措辞会给企业带来担忧。比如，第27条规定，在“特殊情况”下，政府可能会为了保护“公共利益”而征收外国投资，而《条例》并未对“公共利益”进行明确定义。根据欧盟商会《商业信心调查2020》的结果，近一半的上海会员企业将模棱两可的法律法规列为在中国开展业务面临的三大障碍之一。建议书指出，《条例》可能会因为缺乏细节和清晰度而强化外商的这一观点。 李小钢认为，上述问题可以通过细节补充得到有效解决。“这句话为基层政府的工作开展留出了空间……，但上海发展到今天，对各种可能发生的问题、矛盾已经有了足够的经验，因此可以将属于‘公共利益’范畴的问题列举出来，以增加政策的透明度。如果碰到其它特殊情况，报上一级政府审批后才可以作为‘公共利益’。通过这样的机制可以约束基层行政部门的自由裁量权。” 李小钢还指出，现在城市中的网格化管理实践到位，却也影响了外资企业的市场空间，因此在疫情的冲击之下，企业对市场开放的呼声越发迫切。建议书对上海深化改革带来压力的同时，也可以视其为一个机会，让上海营商环境有较大的改变，并通过商会这样的机构向欧洲、向世界传递政府真正在倾听与改变的信息。 责任编辑：张建利 
陕西新增1例境外输入确诊病例、1例无症状感染者|2020年11月10日 12:53|原标题：陕西新增1例境外输入确诊病例、1例无症状感染者 据陕西卫健委网站消息，11月9日0-24时，无新增报告本地确诊病例、疑似病例、无症状感染者。截至11月9日24时，累计报告本地确诊病例245例，出院242例，死亡3例。 11月9日0-24时，新增报告境外输入确诊病例1例、无症状感染者1例，无症状感染者解除医学观察1例。截至11月9日24时，累计报告境外输入确诊病例234例，出院192例，在院42例。累计报告境外输入无症状感染者147例，转为确诊病例7例，解除医学观察117例，尚在医学观察的无症状感染者23例。 今日新增：陕西新增1例境外输入确诊病例为11月7日由巴基斯坦伊斯兰堡至北京PK854航班乘客；新增1例境外输入无症状感染者为11月6日由阿联酋迪拜至北京CA942航班乘客。11月7日PK854航班、11月6日CA942航班到达第一入境点西安咸阳国际机场后，航班全部人员落实海关检疫、核酸检测、点对点转运、隔离诊疗、隔离医学观察等闭环管理措施，无陕西省内自行活动轨迹。 当前全省隔离密切接触者668人，其中境外输入密切接触者664人，外省协查密切接触者4人。 确诊病例：李某某，男，36岁，湖北籍，11月7日PK854航班乘客。隔离期间核酸检测结果阳性，经市级专家组会诊，诊断为新冠肺炎确诊病例，目前在定点医疗机构隔离治疗。 无症状感染者：刘某，女，32岁，湖北籍，11月6日CA942航班乘客。隔离期间核酸检测结果阳性，经市级专家组会诊，诊断为新冠肺炎无症状感染者，目前在定点医疗机构隔离医学观察。 责任编辑：张建利 
台媒：蔡英文将宣布由台积电创办人张忠谋任APEC代表|2020年11月10日 09:18|原标题：台媒：蔡英文将宣布由台积电创办人张忠谋任APEC代表 【环球网报道】亚太经合会议（APEC）将于11月30日至12月4日召开，受新冠肺炎疫情影响，APEC自1989成立以来，今年首次以视频连线方式举办。台湾中时新闻网报道称，台当局领导人蔡英文今天（10日）上午10时将宣布由台积电创办人张忠谋担任台湾地区代表参与领袖峰会，这是张忠谋第4度出任代表。 受新冠肺炎疫情影响，APEC上半年取消或延后多数会议及活动。由于疫情仍在全球延烧，今年APEC主办会员马来西亚决定以视频方式恢复举办APEC会议。 “中时新闻网”报道提及，张忠谋首次出任代表是在2006年台当局前领导人陈水扁执政时期，蔡英文上台后，前两年都派亲民党主席宋楚瑜为代表，2018年起改派张忠谋出席，连同这次，是蔡英文第3度派张忠谋代表参与。 今年9月，有台媒报道称，台方已筹备参加在马来西亚主办的APEC年会，并谋划由蔡英文参与领袖峰会。 被问及此事时，国台办发言人马晓光表示，关于中国台湾地区以地区经济体身份派有关人员参与APEC相关活动，APEC组织本身有长期执行的惯用做法。我们的立场很清楚，即必须符合一个中国原则和APCE谅解备忘录有关规定。任何借机“谋独”的花招和图谋只能自取其辱。 责任编辑：张建利 
天津滨海新区部分区域连夜核酸检测，进度如何？|2020年11月10日 09:15|原标题：滨海新区部分区域连夜核酸检测，进度如何？ 津云新闻记者 马成 11月8日至9日，天津报告本土确诊病例和无症状感染者各1例。根据国务院应对新冠肺炎疫情联防联控机制有关规定和天津新冠肺炎疫情形势，从昨天（2020年11月9日）24点起，滨海新区汉沽街、中心渔港冷链物流区A区和B区划定为中风险地区。滨海新区升级管控，对生态城7家冷链物流企业的364名员工全部实施集中隔离，其中229名员工居住的汉沽街定为中风险，对居住的7.7万人进行全员核酸检测，对中新生态城的相关冷库所有人员进行核酸检测，最大限度降低疫情传播风险。 从昨晚开始 滨海新区相关区域市民积极配合响应 主动前往就近的检测点进行核酸检测 紧张有序的疫情防控阻击战拉开帷幕 截至今早8点 已检测人数达到5.1万人 目前 部分区域相关检测已结束 其他区域核酸检测工作仍在进行中 津云记者也不停歇 带您直击 滨海新区相关区域连夜核酸检测 检测点有秩序地排起了长队 ↓↓↓ 医护人员和滨海新区相关区域市民们 有序进行着核酸检测 ↓↓↓ 不少市民在后台留言表示将积极配合 ↓ 有读者凌晨发来留言，“刚做完核酸” ↓ 也有贡献“家属”连夜奋战的 ↓ 大家纷纷向防疫工作者的付出表示感谢 ↓ 津云在这里感谢 连夜奋战在一线的相关人员 积极配合检测的市民朋友们 众志成城！ 天津加油！ 责任编辑：贾楠 SN245 
31省区市新增确诊22例 其中本土1例在上海|2020年11月10日 08:47|责任编辑：张建利 
广东9日新增境外输入确诊病例6例、无症状感染者8例|2020年11月10日 08:29|原标题：2020年11月10日广东省新冠肺炎疫情情况 来源：健康广东 2020年11月10日 广东省新冠肺炎疫情情况 11月9日0-24时，全省新增境外输入确诊病例6例，广州报告，来自埃塞俄比亚2例，其余4例分别来自马里、菲律宾、肯尼亚和匈牙利。新增境外输入无症状感染者8例，广州报告，来自埃塞俄比亚和马里各3例，其余2例分别来自英国和喀麦隆。以上均在入境口岸或隔离点发现，入境后即被隔离观察。新增出院5例。 截至11月9日24时，全省累计报告新冠肺炎确诊病例1955例（境外输入559例）。目前在院38例。 来源：广东省卫生健康委官网 责任编辑：贾楠 SN245 
四川9日新增新型冠状病毒肺炎确诊病例3例|2020年11月10日 08:25|原标题：四川省新型冠状病毒肺炎疫情最新情况（11月10日发布） 来源：健康四川官微 11月9日0-24时，四川新增新型冠状病毒肺炎确诊病例3例（均为境外输入，其中2例为11月7日自埃及乘机抵蓉，1例为11月8日自尼泊尔乘机抵蓉，均于11月9日确诊），新增治愈出院病例1例，无新增疑似病例，无新增死亡病例。 截至11月10日0时，全省累计报告新型冠状病毒肺炎确诊病例776例（其中境外输入235例），累计治愈出院728例，死亡3例，目前在院治疗确诊病例45例，1327人尚在接受医学观察。 11月9日0-24时，全省新增无症状感染者3例（均为境外输入，1例为11月7日自埃及乘机抵蓉，2例为11月8日自尼泊尔乘机抵蓉，均于11月9日核酸检测阳性）。当日转为确诊病例0例，当日解除集中隔离医学观察2例，尚在集中隔离医学观察77例（均为境外输入），比前一日增加1例。 （确诊病例及无症状感染者具体情况由相关市<州>卫生健康委进行通报） 全省183个县（市、区）全部为低风险区。 责任编辑：武晓东 SN241 
新疆9日无新增病例，喀什地区确诊病例治愈出院2例|2020年11月10日 08:10|原标题：新疆昨日无新增病例，喀什地区确诊病例治愈出院2例 据新疆卫健委网站通报，11月9日0时至24时，新疆维吾尔自治区（含新疆生产建设兵团）无新增新冠肺炎确诊病例和无症状感染者；新增治愈出院确诊病例2例，均为喀什地区病例；新增无症状感染者解除医学观察8例，其中，喀什地区7例，克州1例；重症转普通型2例。 截至11月9日24时，新疆（含兵团）现有确诊病例57例（重症4例），均为喀什地区病例；现有无症状感染者298例，其中，喀什地区278例、克州20例。 10月24日0时至11月9日24时，累计治愈出院确诊病例21例，无症状感染者解除医学观察54例。 责任编辑：贾楠 SN245 
北京昨日新增2例境外输入确诊病例|2020年11月10日 07:54|原标题：北京昨日新增2例境外输入确诊病例 11月9日0时至24时，北京无新增报告本地确诊病例、疑似病例和无症状感染者；新增报告2例境外输入确诊病例。 病例一：某男，22岁，福建籍，自瑞士乘坐CA864航班于11月8日到达北京首都机场，海关进行健康筛查并采样后，经闭环管理送至集中隔离酒店，11月9日海关报告新冠病毒核酸检测结果为阳性，当日由120负压救护车转运至地坛医院。综合流行病学史、临床表现、实验室检测和影像学检查等结果，诊断为确诊病例，临床分型为轻型。 病例二：某女，45岁，福建籍，自瑞士乘坐CA864航班于11月8日到达北京首都机场，海关进行健康筛查并采样后，经闭环管理送至集中隔离酒店，11月9日海关报告新冠病毒核酸检测结果为阳性，当日由120负压救护车转运至地坛医院。综合流行病学史、临床表现、实验室检测和影像学检查等结果，诊断为确诊病例，临床分型为普通型。 已对以上2例确诊病例同航班及同乘车的密切接触者落实集中隔离医学观察措施，目前无异常报告。 目前，境外输入确诊病例时有发生，市民朋友如非必要，应避免国际旅行。如果必须乘坐飞机，也应尽量选择直航航班，减少飞机中转。在旅途中要注意全程佩戴口罩，保持手卫生，做好个人防护。境外人员回国时，应认真了解有关国家出境时的核酸、抗体检测要求，按照相关规定做好检测；入境时要主动、如实进行健康申报，配合海关检疫部门的健康筛查，按要求进行集中隔离医学观察，减少与其他人的接触；在医学观察期间出现任何身体异常，均要及时报告，做到早发现、早报告、早治疗，减少疫情传播风险。 责任编辑：张建利 
11月9日上海新增1例本地确诊病例 4例境外输入病例|2020年11月10日 07:49|原标题：昨天上海新增1例本地新冠肺炎确诊病例，新增4例境外输入病例 #最新#市卫健委今早（10日）通报：11月9日0—24时，通过口岸联防联控机制，报告4例境外输入性新冠肺炎确诊病例。新增治愈出院8例，其中来自菲律宾3例，来自埃塞俄比亚1例，来自波兰1例，来自墨西哥1例，来自乌克兰1例，来自意大利1例。 病例1为几内亚籍，在英国生活，10月27日自英国出发，10月28日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 病例2为中国籍，在乌兹别克斯坦工作，11月3日自乌兹别克斯坦出发，11月4日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 病例3为中国籍，在几内亚工作，11月4日自几内亚出发，经法国转机后于11月6日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 病例4为中国籍，在美国留学，11月6日自美国出发，11月7日抵达上海浦东国际机场，入关后即被集中隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。 4例境外输入性确诊病例已转至定点医疗机构救治，已追踪同航班的密切接触者89人，均已落实集中隔离观察。 11月9日0—24时，新增1例本地新冠肺炎确诊病例。 该病例居住浦东新区祝桥镇营前村，自2020年4月8日从安徽来沪，在浦东机场西区航司货运站从事搬运工作。11月8日，因有症状，前往医疗机构发热门诊就诊。11月9日凌晨，市、区疾控中心核酸检测结果为阳性，经专家会诊，综合临床、影像学表现和实验室核酸检测结果，诊断为确诊病例。 目前，已追踪到其在本市的密切接触者26人，均已落实集中隔离观察。对该病例曾活动过的场所已进行终末消毒。 截至11月9日24时，累计报告境外输入性确诊病例916例，出院816例，在院治疗100例（其中1例重症）。现有待排查的疑似病例1例。 截至11月9日24时，累计报告本地确诊病例343例，治愈出院335例，在院治疗1例，死亡7例。现有待排查的疑似病例0例。 截至11月9日24时，尚在医学观察中的无症状感染者0例。 责任编辑：张迪 
